Date,Open,High,Low,Close,Adj Close,Volume
2014-07-24,121.66387939453125,122.43311309814453,120.7943115234375,121.34615325927734,86.5708236694336,3085680
2014-07-25,121.78929901123047,122.0234146118164,120.89464569091797,121.3377914428711,86.56483459472656,1915753
2014-07-28,121.17057037353516,121.76421356201172,120.21739196777344,121.68060302734375,86.80938720703125,2394631
2014-07-29,121.42140197753906,122.29933166503906,120.39297485351562,120.41806030273438,85.90869140625,2734774
2014-07-30,120.61872863769531,121.05351257324219,120.0,120.18394470214844,85.74166870117188,2940246
2014-07-31,119.84114074707031,120.02508544921875,117.55852508544922,117.8010025024414,84.04161834716797,4271036
2014-08-01,117.1822738647461,117.92642211914062,116.28762817382812,117.1488265991211,83.57634735107422,2996937
2014-08-04,117.1822738647461,117.87625122070312,116.39632415771484,117.68394470214844,83.95811462402344,2983422
2014-08-05,117.57524871826172,117.9933090209961,116.50502014160156,116.87290954589844,83.37950134277344,2593526
2014-08-06,116.3377914428711,117.0066909790039,115.74414825439453,116.68060302734375,83.24232482910156,3204084
2014-08-07,117.09866333007812,117.36621856689453,116.18729400634766,116.32942962646484,82.99176025390625,2263430
2014-08-08,116.47157287597656,117.8010025024414,116.1287612915039,117.7675552368164,84.01775360107422,3232310
2014-08-11,117.8344497680664,118.31103515625,117.50836181640625,117.54180908203125,83.85670471191406,2295244
2014-08-12,117.57524871826172,118.06856536865234,117.41638946533203,117.79264068603516,84.0356674194336,2602616
2014-08-13,118.18561553955078,118.58695983886719,117.82608795166016,118.56187438964844,84.58444213867188,3712743
2014-08-14,118.72909545898438,119.05518341064453,118.60367584228516,119.01337432861328,84.90656280517578,1897932
2014-08-15,119.40635681152344,119.54849243164062,117.90969848632812,118.6622085571289,84.65604400634766,2345236
2014-08-18,119.35618591308594,120.5602035522461,119.22240447998047,120.50167083740234,85.96833038330078,2216068
2014-08-19,120.7943115234375,121.24581909179688,120.24247741699219,120.61036682128906,86.04590606689453,1904630
2014-08-20,120.2842788696289,121.08695983886719,119.9832763671875,120.90300750732422,86.7689437866211,2749365
2014-08-21,121.05351257324219,121.22909545898438,120.69397735595703,120.81939697265625,86.70894622802734,1765057
2014-08-22,120.81939697265625,121.09532165527344,120.41806030273438,120.5100326538086,86.48693084716797,1850810
2014-08-25,120.95317840576172,121.22909545898438,120.75251007080078,120.98662567138672,86.82894897460938,1211428
2014-08-26,121.23745727539062,121.56354522705078,120.8779296875,120.90300750732422,86.7689437866211,2162488
2014-08-27,120.76087188720703,121.12039947509766,120.09197235107422,120.3511734008789,86.37290954589844,1677031
2014-08-28,119.83277893066406,120.50167083740234,119.58193969726562,120.38461303710938,86.39692687988281,1571664
2014-08-29,120.45150756835938,120.72742462158203,119.7157211303711,120.40133666992188,86.40892791748047,1839209
2014-09-02,119.81605529785156,120.91136932373047,119.81605529785156,120.58528137207031,86.54093170166016,1888245
2014-09-03,120.7943115234375,121.00334167480469,120.02508544921875,120.25083923339844,86.30089569091797,1834186
2014-09-04,120.57691955566406,120.94481658935547,119.85785675048828,120.07524871826172,86.17488861083984,1853561
2014-09-05,120.10033416748047,120.66889953613281,119.69063568115234,120.56856536865234,86.52893829345703,2378964
2014-09-08,120.74414825439453,121.61370849609375,120.4933090209961,121.1454849243164,86.9429702758789,2925536
2014-09-09,120.98662567138672,121.45484924316406,120.61036682128906,120.78594970703125,86.68492889404297,2087498
2014-09-10,120.92809295654297,121.22909545898438,120.40133666992188,120.93645477294922,86.79297637939453,1864325
2014-09-11,120.39297485351562,120.71906280517578,120.06688690185547,120.69397735595703,86.61893463134766,1752618
2014-09-12,120.77759552001953,120.77759552001953,119.9832763671875,120.3511734008789,86.37290954589844,2553938
2014-09-15,120.5434799194336,120.97826385498047,120.11705780029297,120.80267333984375,86.69696807861328,2234128
2014-09-16,120.23411560058594,121.22909545898438,120.05852508544922,121.1120376586914,86.91897583007812,2326340
2014-09-17,121.17057037353516,121.89799499511719,120.62709045410156,121.54682159423828,87.23102569580078,3297372
2014-09-18,121.82273864746094,122.95986938476562,121.81438446044922,122.77591705322266,88.11309814453125,2828301
2014-09-19,123.26087188720703,123.63712310791016,122.50836181640625,122.65050506591797,88.02310943603516,9695015
2014-09-22,122.84281158447266,122.90969848632812,121.655517578125,121.83110046386719,87.4350357055664,2668276
2014-09-23,121.42976379394531,121.73912811279297,120.69397735595703,120.71070098876953,86.63095092773438,2451441
2014-09-24,120.5434799194336,121.3377914428711,120.16722106933594,121.13712310791016,86.93696594238281,3119407
2014-09-25,120.74414825439453,120.78594970703125,118.78762817382812,119.13043212890625,85.496826171875,3305983
2014-09-26,119.16387939453125,119.4732437133789,117.87625122070312,119.08026885986328,85.46082305908203,4255009
2014-09-29,117.84281158447266,119.01337432861328,117.60869598388672,118.8879623413086,85.32278442382812,3406567
2014-09-30,119.14715576171875,119.48160552978516,118.12709045410156,118.46154022216797,85.01678466796875,3199420
2014-10-01,118.0267562866211,118.45317840576172,115.98662567138672,116.3712387084961,83.51663208007812,3499376
2014-10-02,115.8612060546875,116.48829650878906,115.34281158447266,115.94481658935547,83.2105941772461,3852675
2014-10-03,116.49665832519531,117.43311309814453,115.8612060546875,117.1989974975586,84.11067962646484,4202864
2014-10-06,117.5167236328125,118.12709045410156,116.71405029296875,117.34114074707031,84.21269226074219,2947781
